#,Document Number,Posting Date,Customer/Vendor Code,Customer/Vendor Name,Customer/Vendor Name,Document Currency,Check Amount,Transfer Amount,Cash Amount,Reference 1,Reference 2,Counter Reference,Remarks,Journal Remarks,Journal Remarks
135,361711,05.01.2023,UCC0093,HAI FA CURRY RICE,HAI FA CURRY RICE,SGD,0,0,136,36-1711,,,4-Jan,4-Jan,4-Jan
136,361712,05.01.2023,UCD0049,DONG FANG DUCK RICE,DONG FANG DUCK RICE,SGD,0,0,89.6,36-1712,,,4-Jan,4-Jan,4-Jan
137,361341,03.01.2023,UCP0058,PRAWN NOODLE,PRAWN NOODLE,SGD,0,0,131.2,36-1341,,,31/12 22244759,31/12 22244759,31/12 22244759
138,361342,03.01.2023,UCS0272,SHAN XI LIANG PI F&B PTE LTD,SHAN XI LIANG PI F&B PTE LTD,SGD,0,0,69,36-1342,,,31-Dec,31-Dec,31-Dec
139,361343,03.01.2023,UCE0058,EAT IS HOCK (TPY),EAT IS HOCK (TPY),SGD,0,0,74.4,36-1343,,,31-Dec,31-Dec,31-Dec
140,361344,03.01.2023,UCT0096,TAI HENG HANDMAKE DUM SUM,TAI HENG HANDMAKE DUM SUM,SGD,0,0,87.6,36-1344,,,31/12 22244790,31/12 22244790,31/12 22244790
141,361345,03.01.2023,UCC0211,THYE GUAN EATING HOUSE,THYE GUAN EATING HOUSE,SGD,0,0,37.8,36-1345,,,31-Dec,31-Dec,31-Dec
142,361346,03.01.2023,UCC0211,THYE GUAN EATING HOUSE,THYE GUAN EATING HOUSE,SGD,0,0,118.2,36-1346,,,31-Dec,31-Dec,31-Dec
143,361347,03.01.2023,UCP0049,PEKING ROASTED CHICKEN RICE,PEKING ROASTED CHICKEN RICE,SGD,0,0,79.4,36-1347,,,31-Dec,31-Dec,31-Dec
144,361348,03.01.2023,UCC0169,CASH (ML),CASH (ML),SGD,0,0,149.8,36-1348,,,31-Dec,31-Dec,31-Dec
145,361349,03.01.2023,UCA0122,AH LIM BAK CHOR MEE (15 UPPER EAST COAST),AH LIM BAK CHOR MEE (15 UPPER EAST COAST),SGD,0,0,88,36-1349,,,31-Dec,31-Dec,31-Dec
146,361350,03.01.2023,UCA0121,AH LIM JALAN TUA KONG (64 JOOCHIAT),AH LIM JALAN TUA KONG (64 JOOCHIAT),SGD,0,0,88,36-1350,,,31-Dec,31-Dec,31-Dec
147,361351,03.01.2023,UCM0239,MING JI SHAO LA,MING JI SHAO LA,SGD,0,0,157,36-1351,,,31-Dec,31-Dec,31-Dec
148,361352,03.01.2023,UCT0006,TOKO WARISAN TAMPINES,TOKO WARISAN TAMPINES,SGD,0,0,175.5,36-1352,,,31-Dec,31-Dec,31-Dec
149,361353,03.01.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,326,36-1353,,,31-Dec,31-Dec,31-Dec
150,361354,03.01.2023,UCM0123,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,99.5,36-1354,,,31-Dec,31-Dec,31-Dec
151,361355,03.01.2023,UCS0291,SOON HIANG HNG,SOON HIANG HNG,SGD,0,0,48,36-1355,,,31-Dec,31-Dec,31-Dec
152,361356,03.01.2023,UCJ0112,JJ SARAWAK,JJ SARAWAK,SGD,0,0,92,36-1356,,,31/12 22244837,31/12 22244837,31/12 22244837
153,361357,03.01.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,164,36-1357,,,31-Dec,31-Dec,31-Dec
154,361358,03.01.2023,UCF0215,FORTUNE HERBAL SPUP,FORTUNE HERBAL SPUP,SGD,0,0,170.1,36-1358,,,31-Dec,31-Dec,31-Dec
155,361359,03.01.2023,UCP0046,POW SING PTE LTD,POW SING PTE LTD,SGD,0,0,133.7,36-1359,,,31-Dec,31-Dec,31-Dec
156,361360,03.01.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,118.6,36-1360,,,31-Dec,31-Dec,31-Dec
157,361361,03.01.2023,UCP0046,POW SING PTE LTD,POW SING PTE LTD,SGD,0,0,394.3,36-1361,,,31/12 22244826,31/12 22244826,31/12 22244826
158,361362,03.01.2023,UCX0076,WESTERN FOOD (SERANGOON),WESTERN FOOD (SERANGOON),SGD,0,0,107,36-1362,,,31-Dec,31-Dec,31-Dec
159,361363,03.01.2023,UCC0151,CHANG JI HANDMADE DIM SUM,CHANG JI HANDMADE DIM SUM,SGD,0,0,182.9,36-1363,,,19-Dec,19-Dec,19-Dec
160,361364,03.01.2023,UCW0125,218 MIXED VEG RICE,218 MIXED VEG RICE,SGD,0,0,228.9,36-1364,,,31/12 22245145,31/12 22245145,31/12 22245145
161,361365,03.01.2023,UCT0011,TOKO WARISAN CHANGI,TOKO WARISAN CHANGI,SGD,0,0,389.4,36-1365,,,31-Dec,31-Dec,31-Dec
162,361366,03.01.2023,UCM0187,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,49.7,36-1366,,,31-Dec,31-Dec,31-Dec
163,361367,03.01.2023,UCL0159,NIAN QIHUI,NIAN QIHUI,SGD,0,0,109.1,36-1367,,,31-Dec,31-Dec,31-Dec
164,361368,03.01.2023,UCM0182,MA JI SHOU GONG BAO DIAN,MA JI SHOU GONG BAO DIAN,SGD,0,0,88.3,36-1368,,,31/12 22244887,31/12 22244887,31/12 22244887
165,361369,03.01.2023,UCH0169,HAI XIAN ZHI JIA,HAI XIAN ZHI JIA,SGD,0,0,102.7,36-1369,,,31-Dec,31-Dec,31-Dec
166,361370,03.01.2023,UCD0148,DM ABUNDANCE FOOD PTE TLD,DM ABUNDANCE FOOD PTE TLD,SGD,0,0,206,36-1370,,,30-31/12,30-31/12,30-31/12
167,361371,03.01.2023,UCB0007,BAN MIAN (UBI),BAN MIAN (UBI),SGD,0,0,117,36-1371,,,31-Dec,31-Dec,31-Dec
168,361372,03.01.2023,UCT0071,TIONG BAHRU SHARK LOR MEE (SENG POH),TIONG BAHRU SHARK LOR MEE (SENG POH),SGD,0,0,109.1,36-1372,,,31-Dec,31-Dec,31-Dec
169,361373,03.01.2023,UCM0089,MIN NAN PORK RIB NOODLE,MIN NAN PORK RIB NOODLE,SGD,0,0,154.6,36-1373,,,31-Dec,31-Dec,31-Dec
170,361374,03.01.2023,UCM0184,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,89.3,36-1374,,,31/12 22244828,31/12 22244828,31/12 22244828
171,362070,07.01.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,0,198.5,36-2070,,,6-Jan,6-Jan,6-Jan
172,362071,07.01.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,0,164.1,36-2071,,,6-Jan,6-Jan,6-Jan
173,362072,07.01.2023,UCM0239,MING JI SHAO LA,MING JI SHAO LA,SGD,0,0,158.5,36-2072,,,6-Jan,6-Jan,6-Jan
174,362073,07.01.2023,UCF0070,FRESH PICK SUPERMARKET,FRESH PICK SUPERMARKET,SGD,0,0,507.2,36-2073,,,6-Jan,6-Jan,6-Jan
175,362074,07.01.2023,UCF0217,FOOD ESSENCE PRIVATE LIMITED,FOOD ESSENCE PRIVATE LIMITED,SGD,0,0,167.4,36-2074,,,5-Jan,5-Jan,5-Jan
176,362075,07.01.2023,UCZ0074,ZHONG HUA MEI SHI,ZHONG HUA MEI SHI,SGD,0,0,105,36-2075,,,6-Jan,6-Jan,6-Jan
177,362076,07.01.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,170.8,36-2076,,,6-Jan,6-Jan,6-Jan
178,362077,07.01.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,16.8,36-2077,,,6-Jan,6-Jan,6-Jan
179,362078,07.01.2023,UCF0036,FENG ZHEN LOR MEE,FENG ZHEN LOR MEE,SGD,0,0,291.6,36-2078,,,6-Jan,6-Jan,6-Jan
180,362079,07.01.2023,UCT0221,TIAN FA LU MIEN,TIAN FA LU MIEN,SGD,0,0,70.2,36-2079,,,6-Jan,6-Jan,6-Jan
181,362080,07.01.2023,UCX0076,WESTERN FOOD (SERANGOON),WESTERN FOOD (SERANGOON),SGD,0,0,99.3,36-2080,,,6-Jan,6-Jan,6-Jan
182,362081,07.01.2023,UCT0221,TIAN FA LU MIEN,TIAN FA LU MIEN,SGD,0,0,69.5,36-2081,,,30-Dec,30-Dec,30-Dec
183,362082,07.01.2023,UCT0221,TIAN FA LU MIEN,TIAN FA LU MIEN,SGD,0,0,80.2,36-2082,,,31-Dec,31-Dec,31-Dec
184,362083,07.01.2023,UCX0076,WESTERN FOOD (SERANGOON),WESTERN FOOD (SERANGOON),SGD,0,0,90.1,36-2083,,,2-Jan,2-Jan,2-Jan
185,362084,07.01.2023,UCT0221,TIAN FA LU MIEN,TIAN FA LU MIEN,SGD,0,0,70.2,36-2084,,,3-Jan,3-Jan,3-Jan
186,362085,07.01.2023,UCW0125,218 MIXED VEG RICE,218 MIXED VEG RICE,SGD,0,0,264,36-2085,,,6/1 23102376,6/1 23102376,6/1 23102376
187,362086,07.01.2023,UCT0274,TIAN TIAN LAI FISH SOUP (UBI),TIAN TIAN LAI FISH SOUP (UBI),SGD,0,0,54,36-2086,,,6/1 23102413,6/1 23102413,6/1 23102413
188,362087,06.01.2023,UCC0112,CASH (HAOYI),CASH (HAOYI),SGD,0,503.44,0,36-2087,,,23/10-11/11 B.TRANS,23/10-11/11 B.TRANS,23/10-11/11 B.TRANS
189,362088,07.01.2023,UCK0059,KAO WESTERN KALLANG,KAO WESTERN KALLANG,SGD,0,0,142.5,36-2088,,,6-Jan,6-Jan,6-Jan
190,362089,07.01.2023,UCM0187,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,134.4,36-2089,,,5/6/2001,5/6/2001,5/6/2001
191,362090,07.01.2023,UCL0159,NIAN QIHUI,NIAN QIHUI,SGD,0,0,110.1,36-2090,,,6-Jan,6-Jan,6-Jan
192,362091,07.01.2023,UCS0110,SUN FLOWER TINKLELAND PTE LTD,SUN FLOWER TINKLELAND PTE LTD,SGD,0,0,107,36-2091,,,6-Jan,6-Jan,6-Jan
193,362092,07.01.2023,UCM0184,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,151.6,36-2092,,,4/6/2001,4/6/2001,4/6/2001
194,362093,07.01.2023,UCM0089,MIN NAN PORK RIB NOODLE,MIN NAN PORK RIB NOODLE,SGD,0,0,68,36-2093,,,6-Jan,6-Jan,6-Jan
195,362094,07.01.2023,UCB0043,BUA SIAM STALL 7,BUA SIAM STALL 7,SGD,0,0,158.9,36-2094,,,5/6/2001,5/6/2001,5/6/2001
196,362095,07.01.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,64.8,36-2095,,,6-Jan,6-Jan,6-Jan
197,362096,07.01.2023,UCC0051,CHICKEN HOUSE PTE LTD,CHICKEN HOUSE PTE LTD,SGD,0,0,111.4,36-2096,,,6-Jan,6-Jan,6-Jan
198,362097,07.01.2023,UCT0180,THE SMOOTH FOOD PTE LTD,THE SMOOTH FOOD PTE LTD,SGD,0,0,66.9,36-2097,,,6-Jan,6-Jan,6-Jan
199,362098,07.01.2023,UCP0124,PIN XIANG SHA DIE,PIN XIANG SHA DIE,SGD,0,0,103.6,36-2098,,,5-Jan,5-Jan,5-Jan
200,362099,03.01.2023,UCX0112,SIN CHAO GARDEN,SIN CHAO GARDEN,SGD,0,"2,450.32",0,36-2099,,,NOV (301311),NOV (301311),NOV (301311)
201,362100,09.01.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,0,90.4,36-2100,,,7-Jan,7-Jan,7-Jan
202,362101,09.01.2023,UCR0050,HUP SOON RICE & PORRIDGE,HUP SOON RICE & PORRIDGE,SGD,0,0,"2,342.30",36-2101,,,4-7/1 1532 $91.2,4-7/1 1532 $91.2,4-7/1 1532 $91.2
203,362102,09.01.2023,UCC0777,CASH ( LIANG ),CASH ( LIANG ),SGD,0,0,584,36-2102,,,7-Jan,7-Jan,7-Jan
204,362103,09.01.2023,UCR0090,RASU MAMA CURRY PTE LTD,RASU MAMA CURRY PTE LTD,SGD,0,0,"1,416.50",36-2103,,,1-26/10 E/P$1416.5,1-26/10 E/P$1416.5,1-26/10 E/P$1416.5
205,362104,09.01.2023,UCS0331,SUPERIOR FOOD PTE LTD,SUPERIOR FOOD PTE LTD,SGD,0,0,"2,491.00",36-2104,,,16-31/12,16-31/12,16-31/12
206,362105,09.01.2023,UCA0164,AROI MAK PTE LTD,AROI MAK PTE LTD,SGD,0,0,400,36-2105,,,19/12-6/1 L/P$73.29,19/12-6/1 L/P$73.29,19/12-6/1 L/P$73.29
207,361713,05.01.2023,UCH0263,HAINANESE CURRY RICE,HAINANESE CURRY RICE,SGD,0,0,89.8,36-1713,,,4-Jan,4-Jan,4-Jan
208,361714,05.01.2023,UCD0049,DONG FANG DUCK RICE,DONG FANG DUCK RICE,SGD,0,0,115.6,36-1714,,,4-Jan,4-Jan,4-Jan
209,361715,05.01.2023,UCD0049,DONG FANG DUCK RICE,DONG FANG DUCK RICE,SGD,0,0,151.2,36-1715,,,4-Jan,4-Jan,4-Jan
210,361716,05.01.2023,UCM0285,MIN HO SEAFOOD,MIN HO SEAFOOD,SGD,0,0,47.5,36-1716,,,4-Jan,4-Jan,4-Jan
211,361717,05.01.2023,UCM0285,MIN HO SEAFOOD,MIN HO SEAFOOD,SGD,0,0,63.9,36-1717,,,4-Jan,4-Jan,4-Jan
212,361718,05.01.2023,UCC0083,CHUAN WEI FANG XIANG LA XIE,CHUAN WEI FANG XIANG LA XIE,SGD,0,0,212.7,36-1718,,,4-Jan,4-Jan,4-Jan
213,361719,05.01.2023,UCH0241,HK MONG KOK KUI JI KITCHEN,HK MONG KOK KUI JI KITCHEN,SGD,0,0,71.2,36-1719,,,3-Jan,3-Jan,3-Jan
214,361720,05.01.2023,UCC0092,DONG BEI CUISINE,DONG BEI CUISINE,SGD,0,0,62.8,36-1720,,,3-Jan,3-Jan,3-Jan
215,361721,05.01.2023,UCM0285,MIN HO SEAFOOD,MIN HO SEAFOOD,SGD,0,0,162,36-1721,,,3-Jan,3-Jan,3-Jan
216,361722,05.01.2023,UCG0073,GASTRONOMES VILLA PTE LTD,GASTRONOMES VILLA PTE LTD,SGD,0,0,950,36-1722,,,6-31/12,6-31/12,6-31/12
217,361723,05.01.2023,UCC0094,XIANG TIAN XIA MALA XIANG GUO,XIANG TIAN XIA MALA XIANG GUO,SGD,0,0,101,36-1723,,,30-Dec,30-Dec,30-Dec
218,361724,05.01.2023,UCH0278,HONG MEIYUAN TRADING AS ENG JIAN TRADING,HONG MEIYUAN TRADING AS ENG JIAN TRADING,SGD,0,0,192.9,36-1724,,,6-19/12,6-19/12,6-19/12
219,361725,05.01.2023,UCL0193,LE FOOD SUPPLY PTE LTD,LE FOOD SUPPLY PTE LTD,SGD,0,0,423.3,36-1725,,,4-Jan,4-Jan,4-Jan
220,361726,05.01.2023,UCL0193,LE FOOD SUPPLY PTE LTD,LE FOOD SUPPLY PTE LTD,SGD,0,0,120.2,36-1726,,,4-Jan,4-Jan,4-Jan
221,361727,05.01.2023,UCS0001,SI JI XIANG MIX VEG RICE,SI JI XIANG MIX VEG RICE,SGD,0,0,100,36-1727,,,4-Jan,4-Jan,4-Jan
222,361728,05.01.2023,UCN0123,YUN HUA BAK KUT TEH,YUN HUA BAK KUT TEH,SGD,0,0,215,36-1728,,,4/1 23101397,4/1 23101397,4/1 23101397
223,361729,05.01.2023,UCD0023,DSW FROZEN FOOD PTE LTD,DSW FROZEN FOOD PTE LTD,SGD,0,0,577.8,36-1729,,,4-Jan,4-Jan,4-Jan
224,361730,05.01.2023,UCG0105,GOLDEN LEAF BRAISED DELIGHT/ KWAY CHAP,GOLDEN LEAF BRAISED DELIGHT/ KWAY CHAP,SGD,0,0,216,36-1730,,,4-Jan,4-Jan,4-Jan
225,361731,05.01.2023,UCM0200,IPOT PTE LTD (PAYA LEBAR),IPOT PTE LTD (PAYA LEBAR),SGD,0,0,"1,819.10",36-1731,,,29/12 0105 1504,29/12 0105 1504,29/12 0105 1504
226,361732,05.01.2023,UCD0071,DA DI MIX VEG RICE,DA DI MIX VEG RICE,SGD,0,0,86.4,36-1732,,,4-Jan,4-Jan,4-Jan
227,361733,05.01.2023,UCB0002,BAN MIAN (31 J.PORT),BAN MIAN (31 J.PORT),SGD,0,0,42.1,36-1733,,,4-Jan,4-Jan,4-Jan
228,361734,05.01.2023,UCP0058,PRAWN NOODLE,PRAWN NOODLE,SGD,0,0,189.7,36-1734,,,4-Jan,4-Jan,4-Jan
229,361735,05.01.2023,UCT0096,TAI HENG HANDMAKE DUM SUM,TAI HENG HANDMAKE DUM SUM,SGD,0,0,88.4,36-1735,,,4/1 23100935,4/1 23100935,4/1 23100935
230,361736,05.01.2023,UCC0211,THYE GUAN EATING HOUSE,THYE GUAN EATING HOUSE,SGD,0,0,20,36-1736,,,4-Jan,4-Jan,4-Jan
231,361737,05.01.2023,UCC0211,THYE GUAN EATING HOUSE,THYE GUAN EATING HOUSE,SGD,0,0,279,36-1737,,,30/12-4/1,30/12-4/1,30/12-4/1
232,361738,05.01.2023,UCC0169,CASH (ML),CASH (ML),SGD,0,0,118.8,36-1738,,,4-Jan,4-Jan,4-Jan
233,361739,05.01.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,0,223.6,36-1739,,,4/1 23101405,4/1 23101405,4/1 23101405
234,361740,05.01.2023,UCX0200,XIN WANG FU XING BAN MIAN,XIN WANG FU XING BAN MIAN,SGD,0,0,80.9,36-1740,,,4-Jan,4-Jan,4-Jan
235,361741,05.01.2023,UCO0053,ONE SHOP MINIMART,ONE SHOP MINIMART,SGD,0,0,205,36-1741,,,4-Jan,4-Jan,4-Jan
236,361742,05.01.2023,UCS0259,SHU WEI YUAN,SHU WEI YUAN,SGD,0,0,106.2,36-1742,,,3-Jan,3-Jan,3-Jan
237,361743,05.01.2023,UCK0029,KAO WEST FOOD,KAO WEST FOOD,SGD,0,0,203.4,36-1743,,,4-Jan,4-Jan,4-Jan
238,361744,05.01.2023,UCZ0074,ZHONG HUA MEI SHI,ZHONG HUA MEI SHI,SGD,0,0,21,36-1744,,,4-Jan,4-Jan,4-Jan
239,361745,05.01.2023,UCW0156,WSH EXPERT PTE LTD,WSH EXPERT PTE LTD,SGD,0,0,166.8,36-1745,,,4-Jan,4-Jan,4-Jan
240,361746,05.01.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,191.4,36-1746,,,4-Jan,4-Jan,4-Jan
241,361747,05.01.2023,UCF0036,FENG ZHEN LOR MEE,FENG ZHEN LOR MEE,SGD,0,0,263,36-1747,,,4/1 23101135,4/1 23101135,4/1 23101135
242,361748,05.01.2023,UCJ0112,JJ SARAWAK,JJ SARAWAK,SGD,0,0,92.9,36-1748,,,4/1 23101172,4/1 23101172,4/1 23101172
243,361375,03.01.2023,UCM0184,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,26.7,36-1375,,,31-Dec,31-Dec,31-Dec
244,361376,03.01.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,207.5,36-1376,,,31-Dec,31-Dec,31-Dec
245,361377,03.01.2023,UCT0053,TOKO WARISAN MARSILING,TOKO WARISAN MARSILING,SGD,0,0,255.7,36-1377,,,31-Dec,31-Dec,31-Dec
246,361378,03.01.2023,UCS0260,SHERWOOD SNACK BAR,SHERWOOD SNACK BAR,SGD,0,0,118.7,36-1378,,,31-Dec,31-Dec,31-Dec
247,361379,03.01.2023,UCC0051,CHICKEN HOUSE PTE LTD,CHICKEN HOUSE PTE LTD,SGD,0,0,149.8,36-1379,,,31-Dec,31-Dec,31-Dec
248,361380,03.01.2023,UCM0100,MA LA XIANG GUO,MA LA XIANG GUO,SGD,0,0,64.2,36-1380,,,31-Dec,31-Dec,31-Dec
249,361381,03.01.2023,UCC0092,DONG BEI CUISINE,DONG BEI CUISINE,SGD,0,0,176.9,36-1381,,,30-Dec,30-Dec,30-Dec
250,361382,03.01.2023,UCM0286,MS LEONG PHENG FUN,MS LEONG PHENG FUN,SGD,0,0,83.4,36-1382,,,30-Dec,30-Dec,30-Dec
251,361383,03.01.2023,UCC0093,HAI FA CURRY RICE,HAI FA CURRY RICE,SGD,0,0,88.6,36-1383,,,30-Dec,30-Dec,30-Dec
252,361384,03.01.2023,UCD0049,DONG FANG DUCK RICE,DONG FANG DUCK RICE,SGD,0,0,130,36-1384,,,30-Dec,30-Dec,30-Dec
253,361385,03.01.2023,UCC0092,DONG BEI CUISINE,DONG BEI CUISINE,SGD,0,0,29.4,36-1385,,,30-Dec,30-Dec,30-Dec
254,361386,03.01.2023,UCH0241,HK MONG KOK KUI JI KITCHEN,HK MONG KOK KUI JI KITCHEN,SGD,0,0,100.5,36-1386,,,30-Dec,30-Dec,30-Dec
255,361387,03.01.2023,UCR0053,RONG FA HAO,RONG FA HAO,SGD,0,0,145,36-1387,,,1-Jan,1-Jan,1-Jan
256,361388,03.01.2023,UCL0185,LOYANG WAY BIG PRAWN NOODLES PTE LTD,LOYANG WAY BIG PRAWN NOODLES PTE LTD,SGD,0,0,74.7,36-1388,,,1-Jan,1-Jan,1-Jan
257,361389,03.01.2023,UCH0024,HOKIEN MIAN,HOKIEN MIAN,SGD,0,0,81,36-1389,,,1-Jan,1-Jan,1-Jan
258,361390,03.01.2023,UCF0111,FRESH AND EASY PTE LTD (JURONG),FRESH AND EASY PTE LTD (JURONG),SGD,0,0,77.7,36-1390,,,1-Jan,1-Jan,1-Jan
259,361391,03.01.2023,UCT0084,TONY SUPPLIERS,TONY SUPPLIERS,SGD,"2,512.38",0,0,36-1391,,,NOV (888587),NOV (888587),NOV (888587)
260,361392,03.01.2023,UCY0144,YAN XIA CHUAN TONG MIAN JIA,YAN XIA CHUAN TONG MIAN JIA,SGD,0,0,124.7,36-1392,,,1/1 23100117,1/1 23100117,1/1 23100117
261,361393,03.01.2023,UCT0227,THE CHARCOAL GRILL LEGEND,THE CHARCOAL GRILL LEGEND,SGD,"29,941.34",0,0,36-1393,,,OCT (325),OCT (325),OCT (325)
262,361394,03.01.2023,UCM0186,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,92.3,36-1394,,,1/1 23100029,1/1 23100029,1/1 23100029
263,361395,03.01.2023,UCE0052,EVER DRAGON CENTRAL KITCHEN(3020 UBI)????,EVER DRAGON CENTRAL KITCHEN(3020 UBI)????,SGD,"2,000.00",0,0,36-1395,,,OLD DEBT (11),OLD DEBT (11),OLD DEBT (11)
264,361396,03.01.2023,UCM0285,MIN HO SEAFOOD,MIN HO SEAFOOD,SGD,0,0,138.6,36-1396,,,30-Dec,30-Dec,30-Dec
265,361397,03.01.2023,UCA0013,ALLCEAN FROZEN FOOD-GY1591,ALLCEAN FROZEN FOOD-GY1591,SGD,484.18,0,0,36-1397,,,20/12-28/12 (300483) E/P:12.95,20/12-28/12 (300483) E/P:12.95,20/12-28/12 (300483) E/P:12.95
266,361398,03.01.2023,UCM0285,MIN HO SEAFOOD,MIN HO SEAFOOD,SGD,0,0,182.5,36-1398,,,30-Dec,30-Dec,30-Dec
267,361399,03.01.2023,UCH0241,HK MONG KOK KUI JI KITCHEN,HK MONG KOK KUI JI KITCHEN,SGD,0,0,71.2,36-1399,,,1-Jan,1-Jan,1-Jan
268,361400,03.01.2023,UCM0211,MK CAFE (S) PTE LTD,MK CAFE (S) PTE LTD,SGD,0,0,135,36-1400,,,1-Jan,1-Jan,1-Jan
269,361401,03.01.2023,UCM0285,MIN HO SEAFOOD,MIN HO SEAFOOD,SGD,0,0,279.4,36-1401,,,31-Dec,31-Dec,31-Dec
270,361402,03.01.2023,UCM0285,MIN HO SEAFOOD,MIN HO SEAFOOD,SGD,0,0,613.8,36-1402,,,1-Jan,1-Jan,1-Jan
271,361403,03.01.2023,UCC0092,DONG BEI CUISINE,DONG BEI CUISINE,SGD,0,0,59,36-1403,,,1-Jan,1-Jan,1-Jan
272,361404,03.01.2023,UCM0286,MS LEONG PHENG FUN,MS LEONG PHENG FUN,SGD,0,0,57.2,36-1404,,,1-Jan,1-Jan,1-Jan
273,361405,03.01.2023,UCM0130,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,92.3,36-1405,,,1-Jan,1-Jan,1-Jan
274,361406,03.01.2023,UCD0049,DONG FANG DUCK RICE,DONG FANG DUCK RICE,SGD,0,0,120.5,36-1406,,,1-Jan,1-Jan,1-Jan
275,361407,03.01.2023,UCC0165,CASH (JESSICA),CASH (JESSICA),SGD,0,0,25.9,36-1407,,,1-Jan,1-Jan,1-Jan
276,361408,03.01.2023,UCC0211,THYE GUAN EATING HOUSE,THYE GUAN EATING HOUSE,SGD,0,0,86.4,36-1408,,,1-Jan,1-Jan,1-Jan
277,361409,03.01.2023,UCC0169,CASH (ML),CASH (ML),SGD,0,0,129.6,36-1409,,,1-Jan,1-Jan,1-Jan
278,362432,11.01.2023,UCC0165,CASH (JESSICA),CASH (JESSICA),SGD,0,0,272,36-2432,,,10/1 23103621,10/1 23103621,10/1 23103621
279,362433,11.01.2023,UCC0777,CASH ( LIANG ),CASH ( LIANG ),SGD,0,0,509.7,36-2433,,,10/1 23103953 E/P$10.29,10/1 23103953 E/P$10.29,10/1 23103953 E/P$10.29
280,362434,11.01.2023,UCZ0055,JIN CHI YUAN (135 BEDOK),JIN CHI YUAN (135 BEDOK),SGD,0,0,259,36-2434,,,10-Jan,10-Jan,10-Jan
281,362435,11.01.2023,UCS0046,SONG JI MIXED VEGTABLES RICE,SONG JI MIXED VEGTABLES RICE,SGD,0,0,194.3,36-2435,,,10-Jan,10-Jan,10-Jan
282,362436,11.01.2023,UCP0137,PHAN33 INVESTMENTS PTE,PHAN33 INVESTMENTS PTE,SGD,0,0,212,36-2436,,,10-Jan,10-Jan,10-Jan
283,362437,11.01.2023,UCL0045,LEE FOOD PTE LTD,LEE FOOD PTE LTD,SGD,0,0,167.4,36-2437,,,10-Jan,10-Jan,10-Jan
284,362438,11.01.2023,UCL0045,LEE FOOD PTE LTD,LEE FOOD PTE LTD,SGD,0,0,"2,411.40",36-2438,,,10-Jan,10-Jan,10-Jan
285,362439,11.01.2023,UCW0125,218 MIXED VEG RICE,218 MIXED VEG RICE,SGD,0,0,294.4,36-2439,,,8/1 23103202,8/1 23103202,8/1 23103202
286,362440,11.01.2023,UCA0108,AMS SUPERMART PTE LTD,AMS SUPERMART PTE LTD,SGD,0,0,211.7,36-2440,,,10/1 CN$10.36,10/1 CN$10.36,10/1 CN$10.36
287,362441,11.01.2023,UCE0044,E OCEAN MINIMART LP,E OCEAN MINIMART LP,SGD,0,0,86.4,36-2441,,,10-Jan,10-Jan,10-Jan
288,362442,11.01.2023,UCH0024,HOKIEN MIAN,HOKIEN MIAN,SGD,0,0,81,36-2442,,,10-Jan,10-Jan,10-Jan
289,362443,11.01.2023,UCY0144,YAN XIA CHUAN TONG MIAN JIA,YAN XIA CHUAN TONG MIAN JIA,SGD,0,0,142.6,36-2443,,,10/1 23103884,10/1 23103884,10/1 23103884
