No,Document Number,Document Type,Canceled,Posting Date,Item No.,Item/Service Description,Quantity,Price,Row Total
710,5746,I,N,27.11.2022,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),139.4,10.5,"1,463.70"
711,5746,I,N,27.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,100,2.8,280
712,5746,I,N,27.11.2022,CFEE08,CHICKEN FEET (AURORA) 6kgx2/ctn,"4,000.00",1.48,"5,920.00"
713,5746,I,N,27.11.2022,CFEE04-03,CHICKEN FEET (AVIVAR-BRAZIL) 7.5kgX2pkt/ctn 35gmUP,830,1.59,"1,319.70"
714,5741,I,N,19.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),"1,024.40",2,"2,048.80"
715,5741,I,N,19.11.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,56,46.76,"2,618.56"
716,5741,I,N,19.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
717,5741,I,N,19.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
718,5741,I,N,19.11.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,"1,320.00",2.4,"3,168.00"
719,5741,I,N,19.11.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,"1,580.00",2.3,"3,634.00"
720,5741,I,N,19.11.2022,PLIV07,PORK LIVER (FOOD FAMILY) 10KG/CTNS,20,2.5,50
721,5741,I,N,19.11.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,125,3.72,465
722,5741,I,N,19.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,684,3.5,"2,394.00"
723,5741,I,N,19.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,410,5.3,"2,173.00"
724,5741,I,N,19.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,500,3.44,"1,720.00"
725,5741,I,N,19.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,100,3.9,390
726,5741,I,N,19.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,756,2.8,"2,116.80"
727,5752,I,N,27.11.2022,CFEE08,CHICKEN FEET (AURORA) 6kgx2/ctn,450,1.48,666
728,5752,I,N,27.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,120,2.8,336
729,5752,I,N,27.11.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,200,3.6,720
730,5752,I,N,27.11.2022,PM-02,PORK- MINCED PORK A 6X2KG/CTNS,430,3.3,"1,419.00"
731,5752,I,N,27.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
732,5754,I,N,29.11.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,55,35.25,"1,938.75"
733,5754,I,N,29.11.2022,PLEG03,PORK LEG (ALEGRA-SA),"1,258.65",3.34,"4,203.89"
734,5754,I,N,29.11.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,275,3.13,860.75
735,5754,I,N,29.11.2022,PTRI02,PORK TRIMMING FRESH,120,3,360
736,5754,I,N,29.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,24,2.8,67.2
737,5754,I,N,29.11.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,"1,040.00",2.4,"2,496.00"
738,5754,I,N,29.11.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,90,2.35,211.5
739,5754,I,N,29.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,72,3.9,280.8
740,5754,I,N,29.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,156,3.9,608.4
741,5754,I,N,29.11.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),780,7.6,"5,928.00"
742,5754,I,N,29.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,864,2.8,"2,419.20"
743,5755,I,N,30.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,500,3.44,"1,720.00"
744,5755,I,N,30.11.2022,PLOB08,PORK LOIN BONE IN (FRIMESA) 25kg/ctn,200,3,600
745,5755,I,N,30.11.2022,PTRI03,PORK TRIMMING FROZEN,"1,515.00",2,"3,030.00"
746,5755,I,N,30.11.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,565,3.6,"2,034.00"
747,5755,I,N,30.11.2022,PBEL05-23,PORK BELLY (LANGUIRU-BRAZIL),53.34,5,266.7
748,5755,I,N,30.11.2022,PBEL05-23,PORK BELLY (LANGUIRU-BRAZIL),33.98,5,169.9
749,5755,I,N,30.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,60,2.8,168
750,5755,I,N,30.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
751,5755,I,N,30.11.2022,PBEL05-23,PORK BELLY (LANGUIRU-BRAZIL),"1,224.68",5,"6,123.40"
752,5755,I,N,30.11.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,720,4.7,"3,384.00"
753,5755,I,N,30.11.2022,PBEL05-23,PORK BELLY (LANGUIRU-BRAZIL),517.09,5,"2,585.45"
754,5755,I,N,30.11.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,100.48,6.03,605.89
755,5744,I,N,19.11.2022,PHOC14,PORK HOCK S2 800gm 20pcs 15KG/CTNS,"1,493.00",2.6,"3,881.80"
756,5768,I,N,20.11.2022,PBEL05-11,PORK BELLY SINGLE RIBBED SKIN-ON (ALIBEM-BRAZIL),726.5,5,"3,632.50"
757,5768,I,N,20.11.2022,PBEL05-21,PORK BELLY PAMPLONA (SINGLE-BRAZIL),300,4.95,"1,485.00"
758,5768,I,N,20.11.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,840,4.1,"3,444.00"
759,5768,I,N,20.11.2022,PM-02,PORK- MINCED PORK A 6X2KG/CTNS,400,3.3,"1,320.00"
760,5768,I,N,20.11.2022,CWIN06,CHICKEN WING STICK (SADIA) 16KGX1KG/CTNS,261,3.2,835.2
761,5768,I,N,20.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,230,3.9,897
762,5768,I,N,20.11.2022,PFAT04,PORK BACK FAT TONNIES,228,2.8,638.4
763,5768,I,N,20.11.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,222,3.72,825.84
764,5768,I,N,20.11.2022,CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,212,4.2,890.4
765,5768,I,N,20.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,94.5,3.5,330.75
766,5768,I,N,20.11.2022,PLEG03,PORK LEG (ALEGRA-SA),110,3.34,367.4
767,5768,I,N,20.11.2022,PSHT03,PORK LACONE / SHANK (WESTFLEISH-GERMANY),164.53,3.3,542.95
768,5768,I,N,20.11.2022,PSHT02,PORK LACONE / SHANK SAW CUT (BEC),10.4,3.4,35.36
769,5768,I,N,20.11.2022,PSHT01,PORK LACONE GERMANY,10,3.3,33
770,5768,I,N,20.11.2022,PRIB08,PORK MEATY RIBLETS CUT 2-2 1/2' 5kgX2pkt,155,4.5,697.5
771,5768,I,N,20.11.2022,CQUL04,CHICKEN QUARTER LEG (SANDERSON-USA) 15kg/ctn,150,1.69,253.5
772,5768,I,N,20.11.2022,PHOC14,PORK HOCK S2 800gm 20pcs 15KG/CTNS,200.2,2.6,520.52
773,5768,I,N,20.11.2022,CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,130,4.2,546
774,5768,I,N,20.11.2022,PSTO05,PORK STOMACH COOKED (EXCELENCIA-BRAZIL) 18KG/CTNS,115,1.74,200.1
775,5768,I,N,20.11.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,110,6.03,663.3
776,5768,I,N,20.11.2022,PLEG03,PORK LEG (ALEGRA-SA),108,3.34,360.72
777,5768,I,N,20.11.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,95,4.7,446.5
778,5768,I,N,20.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),92,5.38,494.96
779,5768,I,N,20.11.2022,CSOF02,CHICKEN- KNEE CARTILAGE (SEARA) 6X2KG/CTNS,25.2,6.8,171.36
780,5768,I,N,20.11.2022,BRE005,BEEF RIBEYE / CUBEROLL (MONDELI),85,10.4,884
781,5768,I,N,20.11.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,28,3.6,100.8
782,5768,I,N,20.11.2022,PRIB08,PORK MEATY RIBLETS CUT 2-2 1/2' 5kgX2pkt,70,4.5,315
783,5768,I,N,20.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),66,5.38,355.08
784,5768,I,N,20.11.2022,BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),60,6.84,410.4
785,5768,I,N,20.11.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,58,3.32,192.56
786,5768,I,N,20.11.2022,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,10.5,11.5,120.75
787,5768,I,N,20.11.2022,SCA007-03,SEAFOOD- BOILED SEA SCALLOP MEAT 100/150 10X1KG/CTNS,43,8.5,365.5
788,5768,I,N,20.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),50,5.38,269
789,5768,I,N,20.11.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,48.8,3.72,181.54
790,5768,I,N,20.11.2022,BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),45,7.8,351
791,5768,I,N,20.11.2022,PBEL05-11,PORK BELLY SINGLE RIBBED SKIN-ON (ALIBEM-BRAZIL),50,5,250
792,5768,I,N,20.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,36,3.9,140.4
793,5768,I,N,20.11.2022,CBLL09-03,CHICKEN CUBE 1CMX1CM 2kgX6pkt,32,4.2,134.4
794,5768,I,N,20.11.2022,OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,50,7.7,385
795,5768,I,N,20.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),18,5.38,96.84
796,5768,I,N,20.11.2022,BSR004,BEEF SHORTRIB BONE IN IBP-USA,10.5,23.3,244.65
797,5768,I,N,20.11.2022,OPO013,OTHER- CHICKEN CRISPY MID WING 18PCS 500GM/PKT,5,4,20
798,5768,I,N,20.11.2022,SCA003,SEAFOOD- HALF SHELL SCALLOP WITH ROE 7/8 10X1kg/pkt,8,5.55,44.4
799,5768,I,N,20.11.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,15,3.9,58.5
800,5768,I,N,20.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),14,5.38,75.32
801,5768,I,N,20.11.2022,BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),13.2,5.8,76.56
802,5768,I,N,20.11.2022,PRIB08,PORK MEATY RIBLETS CUT 2-2 1/2' 5kgX2pkt,7,4.5,31.5
803,5768,I,N,20.11.2022,OFF010,OTHER- TWISTER FRIES/CURLY FRIES (LAMB WESTERN) 5lb X 6pkt,6,13,78
804,5768,I,N,20.11.2022,PLEG03,PORK LEG (ALEGRA-SA),12,3.34,40.08
805,5768,I,N,20.11.2022,SOYS03-02,SEAFOOD- OYSTER WHOLE WITH SHELL JAPAN M 144PCS/CTNS,12,1.5,18
806,5768,I,N,20.11.2022,MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),11.5,11.3,129.95
807,5768,I,N,20.11.2022,CSPR04,CHICKEN- SPRING CHICKEN 900gm (PD) 10.80kg/ctn,11,46.57,512.27
808,5768,I,N,20.11.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,10,3.72,37.2
809,5768,I,N,20.11.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,10,2.3,23
810,5768,I,N,20.11.2022,PRIB01,PORK MEATY RIBLETS (BELGIUM) IWP PACKING,10,2.1,21
811,5768,I,N,20.11.2022,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),9.9,9.5,94.05
812,5768,I,N,20.11.2022,OPO010,OTHER- JAPANESE GOLDEN CRISPY CHICKEN (CS TAY) 350GMX20PKT,4,3.7,14.8
813,5768,I,N,20.11.2022,BMS004,BEEF KNUCKLE MEAT SLICED 4-5MM 2kg/pkt,8,8.2,65.6
814,5768,I,N,20.11.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,8,3.3,26.4
815,5768,I,N,20.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,6.7,3.9,26.13
816,5768,I,N,20.11.2022,PRB001,OTHER- PRAWN BALL 36's 1kgX12pkt,4,6.8,27.2
817,5768,I,N,20.11.2022,OBA001,OTHER- LOBSTER BALL (FIGO) 500gm/pkt,2,3.04,6.08
818,5768,I,N,20.11.2022,CCUB05,CHICKEN CUBE S 5kgX2pkt,5,4.2,21
819,5768,I,N,20.11.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,5,2.8,14
820,5768,I,N,20.11.2022,CWHO01,CHICKEN- WHOLE CHICKEN 1100gm (PERDIAO) 11kg/ctn,4.4,3.87,17.03
821,5768,I,N,20.11.2022,OTO006,OTHER- OTAK SOTONG 180GM (100pkt/ctn),3,2.2,6.6
822,5768,I,N,20.11.2022,OPO001,OTHER- CHICKEN POPCORN PREMIUM FIRST 10X1KG,1,7.7,7.7
823,5769,I,N,30.11.2022,PRIB08,PORK MEATY RIBLETS CUT 2-2 1/2' 5kgX2pkt,180,4.5,810
824,5769,I,N,30.11.2022,PFAT01-02,PORK FATS 25kg/ctn (PCS PROCESSING),135,1.3,175.5
825,5769,I,N,30.11.2022,PLEG03,PORK LEG (ALEGRA-SA),143,3.34,477.62
826,5769,I,N,30.11.2022,OTO006,OTHER- OTAK SOTONG 180GM (100pkt/ctn),197,2.2,433.4
827,5769,I,N,30.11.2022,OTO007,OTHER- OTAK FISH 180GM (100pkt/ctn),3,2.3,6.9
828,5769,I,N,30.11.2022,PTRI08,PORK SOFTBONE TRIMMING,90.6,1.3,117.78
829,5769,I,N,30.11.2022,CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,84,4.2,352.8
830,5769,I,N,30.11.2022,CQUL04,CHICKEN QUARTER LEG (SANDERSON-USA) 15kg/ctn,75,1.69,126.75
831,5769,I,N,30.11.2022,PCOS04-07,PORK COLLAR SLICED 1.3 CM (1KG/PKT),73,4.3,313.9
832,5769,I,N,30.11.2022,CBLL09-03,CHICKEN CUBE 1CMX1CM 2kgX6pkt,72,4.2,302.4
833,5769,I,N,30.11.2022,PLEG03,PORK LEG (ALEGRA-SA),72,3.34,240.48
834,5769,I,N,30.11.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,72,3.32,239.04
835,5769,I,N,30.11.2022,PBEL05-21,PORK BELLY PAMPLONA (SINGLE-BRAZIL),70,4.95,346.5
836,5769,I,N,30.11.2022,PSTO05,PORK STOMACH COOKED (EXCELENCIA-BRAZIL) 18KG/CTNS,70,1.74,121.8
837,5769,I,N,30.11.2022,SOYS03-02,SEAFOOD- OYSTER WHOLE WITH SHELL JAPAN M 144PCS/CTNS,66,1.5,99
838,5769,I,N,30.11.2022,OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,16,1.75,28
839,5769,I,N,30.11.2022,OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,48,1,48
840,5769,I,N,30.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),53.26,5.38,286.54
841,5769,I,N,30.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),36,5.38,193.68
842,5769,I,N,30.11.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,30,6.03,180.9
843,5769,I,N,30.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),30,5.38,161.4
844,5769,I,N,30.11.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,30,3.72,111.6
845,5769,I,N,30.11.2022,PLEG03,PORK LEG (ALEGRA-SA),28,3.34,93.52
846,5769,I,N,30.11.2022,CSOF02,CHICKEN- KNEE CARTILAGE (SEARA) 6X2KG/CTNS,7.2,6.8,48.96
847,5769,I,N,30.11.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,8,3.6,28.8
848,5769,I,N,30.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),20,5.38,107.6
849,5769,I,N,30.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),19,5.38,102.22
850,5769,I,N,30.11.2022,BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),16.3,5.8,94.54
851,5769,I,N,30.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),14,5.38,75.32
852,5769,I,N,30.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,14,3.9,54.6
853,5769,I,N,30.11.2022,CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,13,3.1,40.3
854,5769,I,N,30.11.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,10.5,2.9,30.45
855,5769,I,N,30.11.2022,PFEE07,"PORK- PORK FRONT FEET,TOES ON (FRIMESA)",10,1.33,13.3
856,5769,I,N,30.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),9,5.38,48.42
857,5769,I,N,30.11.2022,PSTO05,PORK STOMACH COOKED (EXCELENCIA-BRAZIL) 18KG/CTNS,9,1.74,15.66
858,5769,I,N,30.11.2022,BMS004,BEEF KNUCKLE MEAT SLICED 4-5MM 2kg/pkt,8,8.2,65.6
859,5769,I,N,30.11.2022,BMS004,BEEF KNUCKLE MEAT SLICED 4-5MM 2kg/pkt,6,8.2,49.2
860,5769,I,N,30.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,6,3.9,23.4
861,5769,I,N,30.11.2022,MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),5.1,11.3,57.63
862,5769,I,N,30.11.2022,PRIB08,PORK MEATY RIBLETS CUT 2-2 1/2' 5kgX2pkt,3,4.5,13.5
863,5769,I,N,30.11.2022,PRIB08,PORK MEATY RIBLETS CUT 2-2 1/2' 5kgX2pkt,5,4.5,22.5
864,5769,I,N,30.11.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,5,2.8,14
865,5769,I,N,30.11.2022,MSC005,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt (HALAL),4,11.7,46.8
866,5769,I,N,30.11.2022,OSO004-02,OTHER- SPECIAL SAUCE CLAMS LALA 500GM/PKT,33,4.15,136.95
867,5769,I,N,30.11.2022,OFF010,OTHER- TWISTER FRIES/CURLY FRIES (LAMB WESTERN) 5lb X 6pkt,6,13,78
868,5772,I,N,20.11.2022,PTRI02,PORK TRIMMING FRESH,958,3,"2,874.00"
869,5756,I,N,01.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),280.8,2,561.6
870,5756,I,N,01.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,120,2.8,336
871,5756,I,N,01.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,24,31.68,760.32
872,5756,I,N,01.12.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,9,35.25,317.25
873,5756,I,N,01.12.2022,PLOB08,PORK LOIN BONE IN (FRIMESA) 25kg/ctn,675,3,"2,025.00"
874,5756,I,N,01.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,996,2.8,"2,788.80"
875,5756,I,N,01.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,150,2.35,352.5
876,5756,I,N,01.12.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,860,2.4,"2,064.00"
877,5756,I,N,01.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
878,5756,I,N,01.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,12,2.8,33.6
879,5756,I,N,01.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),887.07,7.6,"6,741.73"
880,5756,I,N,01.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,470,3.44,"1,616.80"
881,5756,I,N,01.12.2022,PTAI08,PORK TAIL L.VALLEY (AUST),61,4.3,262.3
882,5756,I,N,01.12.2022,CBLS05,CHICKEN BONELESS SKINLESS LEG (MULTI-BRAZIL) 2kgX6pkt,500,4.2,"2,100.00"
883,5748,I,N,23.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,520,3.44,"1,788.80"
884,5748,I,N,23.11.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),"1,370.96",7.6,"10,419.30"
885,5748,I,N,23.11.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,150,3.72,558
886,5748,I,N,23.11.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,"1,020.00",2.4,"2,448.00"
887,5748,I,N,23.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,96,3.9,374.4
888,5748,I,N,23.11.2022,MTU005,LAMB NECK PIECES FREW (MIDFIELD),335.74,5.8,"1,947.29"
889,5748,I,N,23.11.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,15,35.25,528.75
890,5748,I,N,23.11.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,17,46.76,794.92
891,5748,I,N,23.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),186.8,2,373.6
892,5748,I,N,23.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,480,3.9,"1,872.00"
893,5748,I,N,23.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,864,2.8,"2,419.20"
894,5748,I,N,23.11.2022,PFER02,PORK HUMEROUSBONES 10KG/CTNS,"1,180.00",1.05,"1,239.00"
895,5748,I,N,23.11.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,"1,005.00",4.5,"4,522.50"
896,5758,I,N,02.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,530,3.44,"1,823.20"
897,5758,I,N,02.12.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,"1,060.00",2.4,"2,544.00"
898,5758,I,N,02.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
899,5758,I,N,02.12.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,680,2.3,"1,564.00"
900,5758,I,N,02.12.2022,PLIV02,PORK LIVER SLICED 2kgX5pkt,900,2.9,"2,610.00"
901,5758,I,N,02.12.2022,PLEG03,PORK LEG (ALEGRA-SA),40,3.34,133.6
902,5758,I,N,02.12.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,150,3.72,558
903,5758,I,N,02.12.2022,PLEG03,PORK LEG (ALEGRA-SA),596.63,3.34,"1,992.74"
904,5758,I,N,02.12.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,702,4.7,"3,299.40"
905,5758,I,N,02.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,96,2.8,268.8
906,5758,I,N,02.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),108.7,5.38,584.81
907,5758,I,N,02.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,768,2.8,"2,150.40"
908,5749,I,N,24.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,"1,530.00",3.5,"5,355.00"
909,5749,I,N,24.11.2022,PLEG03,PORK LEG (ALEGRA-SA),96.64,3.34,322.78
910,5749,I,N,24.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,"1,350.00",3.5,"4,725.00"
911,5749,I,N,24.11.2022,PLEG03,PORK LEG (ALEGRA-SA),174.35,3.34,582.33
912,5749,I,N,24.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,480,3.44,"1,651.20"
913,5749,I,N,24.11.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,900,2.4,"2,160.00"
914,5749,I,N,24.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,180,3.9,702
915,5749,I,N,24.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,12,2.8,33.6
916,5749,I,N,24.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,720,3.5,"2,520.00"
917,5749,I,N,24.11.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,90,4.7,423
918,5749,I,N,24.11.2022,PTAI08,PORK TAIL L.VALLEY (AUST),37.34,4.3,160.56
919,5749,I,N,24.11.2022,PBEL05-11,PORK BELLY SINGLE RIBBED SKIN-ON (ALIBEM-BRAZIL),775.34,4.7,"3,644.10"
920,5710,I,N,28.10.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),"1,219.42",5.35,"6,523.90"
921,5710,I,N,28.10.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,"1,656.00",3.5,"5,796.00"
922,5710,I,N,28.10.2022,CWHL09,CHICKEN- WHOLE LEG (AURORA) 15kg/ctn,90,36,"3,240.00"
923,5710,I,N,28.10.2022,PCOL09,PORK COLLAR (AURORA) 10KG/CTNS,100,3.9,390
924,5710,I,N,28.10.2022,PHOC05-04,PORK FRONT HOCK(BOSELER-GERMANY) 10kg/ctn,930,2.13,"1,980.90"
925,5710,I,N,28.10.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,666,3.5,"2,331.00"
926,5710,I,N,28.10.2022,PBEL05-23,PORK BELLY (LANGUIRU-BRAZIL),628.03,4.7,"2,951.74"
927,5710,I,N,28.10.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,306,4.95,"1,514.70"
928,5710,I,N,28.10.2022,PBEL05-23,PORK BELLY (LANGUIRU-BRAZIL),624.5,4.7,"2,935.15"
929,5711,I,N,29.10.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,570,3.63,"2,069.10"
930,5711,I,N,29.10.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,90,2.9,261
